country	Senegal	14.4750607	-14.4529612
country	Nigeria	9.6000359	7.9999721
country	Cote_d'Ivoire	7.9897371	-5.5679458
country	Seychelles	-4.6574977	55.4540146
country	Comoros	-12.2045176	44.2832964
country	Reunion	-21.1309332	55.5265771
country	Mauritius	-20.2759451	57.5703566
country	USA	39.7837304	-100.445882
country	Madagascar	-18.9249604	46.4416422
country	France	46.603354	1.8883335
country	Mayotte	-12.823048	45.1520755
country	India	22.3511148	78.6677428
country	Sri_Lanka	7.5554942	80.7137847
country	China	35.000074	104.999927
country	Bangladesh	24.4769288	90.2934413
country	Singapore	1.357107	103.8194992
country	Yemen	16.3471243	47.8915271
country	Italy	42.6384261	12.674297
country	Thailand	14.8971921	100.83273
country	Malaysia	4.5693754	102.2656823
country	Cambodia	12.5433216	104.8144914
country	Laos	20.0171109	103.378253
country	Myanmar	17.1750495	95.9999652
country	Borneo	1.4297828	114.7410413
country	Papua_New_Guinea	-5.6816069	144.2489081
country	Indonesia	-2.4833826	117.8902853
country	Japan	36.5748441	139.2394179
country	Kenya	1.4419683	38.4313975
country	Hong_Kong	22.350627	114.1849161
country	Maldives	3.7203503	73.2244152
country	Sudan	14.5844444	29.4917691
country	Djibouti	11.8145966	42.8453061
country	Pakistan	30.3308401	71.247499
country	Australia	-24.7761086	134.755
country	Finland	63.2467777	25.9209164
country	Cameroon	4.6125522	13.1535811
country	Gabon	-0.8999695	11.6899699
country	Republic_of_the_Congo	-0.7264327	15.6419155
country	Central_African_Republic	7.0323598	19.9981227
country	Angola	-11.8775768	17.5691241
country	Democratic_Republic_of_the_Congo	-2.9814344	23.8222636
country	Uganda	1.5333554	32.2166578
country	Brazil	-10.3333333	-53.2
country	Haiti	19.1399952	-72.3570972
country	Paraguay	-23.3165935	-58.1693445
country	South_Africa	-28.8166236	24.991639
country	Tanzania	-6.5247123	35.7878438
country	Philippines	12.7503486	122.7312101
country	New_Caledonia	-20.6378428	161.2117626
country	Russia	64.6863136	97.7453061
country	Timor-Leste	-8.7443169	126.063482
country	Tonga	-19.9160819	-175.202642
country	Kiribati	0.3448612	173.6641773
country	Samoa	-13.7693895	-172.12005
country	Micronesia	8.6062347	151.8327443
country	Saint_Lucia	13.8250489	-60.975036
country	Trinidad_and_Tobago	10.7466905	-61.0840075
country	Guyana	4.8417097	-58.6416891
country	Suriname	4.1413025	-56.0771187
country	French_Polynesia	-17.0243749	-144.6434898
country	Colombia	4.099917	-72.9088133
country	Nicaragua	12.3506436	-85.7841006
country	Anguilla	18.1954947	-63.0750234
country	Saint_Kitts_and_Nevis	17.250512	-62.6725973
country	Guadeloupe	16.2528827	-61.5686855
country	Jamaica	18.1850507	-77.3947693
country	Ecuador	-1.3397668	-79.3666965
country	Bolivia	-17.0568696	-64.9912286
country	Aruba	12.5013629	-69.9618475
country	Virgin_Islands	17.789187	-64.7080574
country	Barbados	13.1500331	-59.5250305
country	Cayman_Islands	19.7031822	-79.9174627
country	Martinique	14.6113732	-60.9620777
country	Saint_Vincent_and_the_Grenadines	12.90447	-61.2765569
country	Grenada	12.1360374	-61.6904045
country	Dominica	15.4113138	-61.3653618
country	Antigua_and_Barbuda	17.2234721	-61.9554608
country	Montserrat	16.7417041	-62.1916844
country	Mexico	23.6585116	-102.0077097
country	Puerto_Rico	18.2247706	-66.4858295
country	Saint_Martin	18.0814066	-63.0467131
country	British_Virgin_Islands	18.4024395	-64.5661642
country	Dominican_Republic	19.0974031	-70.3028026
country	Panama	8.559559	-81.1308434
country	Honduras	15.2572432	-86.0755145
country	Cuba	23.0131338	-80.8328748
country	Turks_and_Caicos_Islands	21.721746	-71.5527809
country	Bahamas	24.7736546	-78.0000547
country	Guatemala	15.5855545	-90.345759
country	French_Guiana	4.0039882	-52.999998
country	El_Salvador	13.8000382	-88.9140683
